Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5548149742,7.60351129003;"{""type"": ""LineString"", ""coordinates"": [[7.603044853196721, 47.55475106953121], [7.603321165339861, 47.55475516709842], [7.603797618038813, 47.55480447075927], [7.603710964404931, 47.55506915353649]]}";1642;1642;Fussweg_Park;Fussgaengerzone;
47.5537562809,7.60726945147;"{""type"": ""LineString"", ""coordinates"": [[7.609369399346988, 47.55407036250983], [7.609301738183484, 47.554070758475625], [7.609219103472482, 47.554062551331256], [7.608911337796358, 47.55400113372324], [7.607988037451244, 47.55381448365789], [7.607383061003453, 47.55369162578566], [7.606750123725457, 47.553619961553125], [7.606370457901391, 47.55360742303894], [7.605918807921469, 47.55361878414501], [7.605347677452222, 47.55364101712241], [7.605228178554279, 47.55364594579128], [7.605230068034238, 47.55368520979041], [7.605208298086096, 47.553716494197594]]}";1645;1645;Trottoirallee;Zone30;
47.555620598,7.61179755318;"{""type"": ""LineString"", ""coordinates"": [[7.612093328468193, 47.55500274805589], [7.611802456478422, 47.55561380218913], [7.611517877092565, 47.55620079684373], [7.611486328256555, 47.556227015459555]]}";1650;1650;Trottoir;Begegnungszone;
47.5525960234,7.60114341524;"{""type"": ""LineString"", ""coordinates"": [[7.601104658159498, 47.55265977765847], [7.601138735388735, 47.552599049296234], [7.601185993609624, 47.55253473201193]]}";1659;1659;Fussweg_Park;Fussgaengerzone;
47.5529313495,7.60432462373;"{""type"": ""LineString"", ""coordinates"": [[7.603671897603776, 47.55308151911859], [7.603765137171503, 47.553108754953804], [7.603831987519397, 47.55313007428076], [7.603888238000275, 47.55313475218473], [7.603910955747439, 47.55309189172015], [7.603956527440924, 47.553050185991], [7.604010873098692, 47.55300608444295], [7.604084541012869, 47.55295957208118], [7.604177564367157, 47.55292136937096], [7.604247765397581, 47.55288795673038], [7.60433204033587, 47.552860468895446], [7.604463813600066, 47.5528471954609], [7.604604408873264, 47.5528469952124], [7.604701089107635, 47.55285280228137], [7.604836390208274, 47.55284190673665], [7.604927718478634, 47.55282273661526], [7.604971596389821, 47.552804830362575], [7.605017237447612, 47.552785725405684]]}";1668;1668;Fussweg_Park;Fussgaengerzone;
47.5533671976,7.60470019358;"{""type"": ""LineString"", ""coordinates"": [[7.603836068651415, 47.55359884962689], [7.603946682896574, 47.553560622163204], [7.604101219628533, 47.553522925795406], [7.604246193775438, 47.5535161723156], [7.604414938074885, 47.55351890920489], [7.604573971579175, 47.553513322478686], [7.604709242581754, 47.55349647326923], [7.604853263837393, 47.553465338336956], [7.604934908917425, 47.55343785382272], [7.605024354742318, 47.55337704526354], [7.605076953339653, 47.55333949316419], [7.605126899433123, 47.553290639689806], [7.605161827299932, 47.55321860379326], [7.605197650465115, 47.55315252046591], [7.605228249497167, 47.553102507434126], [7.605241276039338, 47.55305370670508], [7.605251618275903, 47.55298765980176], [7.605257579845228, 47.552926970443835], [7.605246871835181, 47.552875820318], [7.605240590908453, 47.552834188239316], [7.605261572084711, 47.55280143896277]]}";1671;1671;Trottoir;Zone50;
47.553366162,7.60292922253;"{""type"": ""LineString"", ""coordinates"": [[7.602623362972796, 47.55345154578836], [7.602953132011868, 47.5533835560202], [7.603072557228894, 47.55335483234486], [7.603109382711358, 47.553328608547304], [7.603133845605769, 47.55328275985063], [7.603133790623089, 47.55326491633171], [7.603127522309482, 47.55322685464683], [7.603109819649616, 47.55318583217594]]}";1673;1673;Trottoir;Zone30;
47.5535555042,7.60253730825;"{""type"": ""LineString"", ""coordinates"": [[7.602497264581895, 47.55359598294458], [7.60257735191575, 47.553515025465764]]}";1675;1675;Strasse;Zone30;
47.5545444373,7.60159013416;"{""type"": ""LineString"", ""coordinates"": [[7.601490481768804, 47.55426249128402], [7.60175463406856, 47.55443583588016], [7.601768863264848, 47.55448815954568], [7.601741014312317, 47.55457863063578], [7.601514312697297, 47.55458370551491], [7.601404079087362, 47.5547480493665], [7.601534350961563, 47.554815689092045]]}";1677;1677;andere;Fussgaengerzone;
47.5541203443,7.60321983046;"{""type"": ""LineString"", ""coordinates"": [[7.603373847652193, 47.55416271962435], [7.603186150966422, 47.554145294222344], [7.603106496446733, 47.55401314469246]]}";1679;1679;Strasse;Zone30;
47.5541046035,7.60341574712;"{""type"": ""LineString"", ""coordinates"": [[7.603531774141011, 47.55394432588463], [7.603373847652193, 47.55416271962435], [7.603313007608056, 47.554246843206705], [7.603297153854331, 47.55426269460961]]}";1682;1682;Strasse;Zone30;
47.5551043221,7.59987653506;"{""type"": ""LineString"", ""coordinates"": [[7.603680376603434, 47.55514511305942], [7.603097739319749, 47.55511212962975], [7.601793383229497, 47.55503424327788], [7.600759832164234, 47.55500475674266], [7.599944335858899, 47.55500945926555], [7.599264183962673, 47.55501991438524], [7.598496272497373, 47.55507212698075], [7.597758319467117, 47.55514690383529], [7.597122330411659, 47.55523463221975], [7.596646274403074, 47.555318560820496], [7.596424970124557, 47.55536645559507], [7.596193131426701, 47.55542387956716], [7.596096542148733, 47.555450181917095]]}";1690;1690;Trottoir;Zone30;
47.5529591575,7.60082876924;"{""type"": ""LineString"", ""coordinates"": [[7.600802381013913, 47.552676270674944], [7.60082313617309, 47.552699436660674], [7.600823188575148, 47.552716686599304], [7.600803163994283, 47.552780965822485], [7.600790411676165, 47.55292137599689], [7.600813599846846, 47.55303258739481], [7.600851630184298, 47.55311403579201], [7.6008922591916, 47.55318061388953], [7.600939838339538, 47.55322159507569]]}";1692;1692;Trottoir;Zone30;
47.5534751758,7.59949818645;"{""type"": ""LineString"", ""coordinates"": [[7.602901576204717, 47.55304810795709], [7.602977745978053, 47.55324431606356], [7.602942714399931, 47.55328362319333], [7.602698592157707, 47.553337516055194], [7.601446341384218, 47.553620066770115], [7.600169422522607, 47.55388597269332], [7.598971560641012, 47.55414581085604], [7.598465695571997, 47.55424883675563], [7.59845512561779, 47.5542417102228], [7.598373490407788, 47.5539764977229], [7.598049112201402, 47.5536461790393], [7.59770005951453, 47.55329089948077], [7.597285771861769, 47.552860762777144], [7.596867991557154, 47.552437761321144], [7.596292042766831, 47.552017355779114]]}";1693;1693;Trottoir;Zone30;
47.5543977752,7.61351823049;"{""type"": ""LineString"", ""coordinates"": [[7.613470674547793, 47.55523796127979], [7.61350433498613, 47.55520791659945], [7.614143892104686, 47.55408045169042], [7.614166979462777, 47.5540432996902], [7.614168998695567, 47.55401902251901], [7.614143615066205, 47.553996216659414], [7.614103476203946, 47.55397486303565], [7.613215370929238, 47.55391622759252], [7.613194296551847, 47.55391911919786], [7.613166903743205, 47.5539277223063], [7.613158523621505, 47.553944867957206], [7.612869366890795, 47.555079826130935]]}";1701;1701;Trottoir;Zone30;
47.5546408054,7.6139318611;"{""type"": ""LineString"", ""coordinates"": [[7.614314615179808, 47.554045928062784], [7.614270453538911, 47.55408597189346], [7.614142403475331, 47.55426606690692], [7.614048013773991, 47.554424687959006], [7.613699926953143, 47.55504200290507], [7.61358569647676, 47.55526062364708]]}";1702;1702;Trottoir;Zone30;
47.5550240443,7.61470002221;"{""type"": ""LineString"", ""coordinates"": [[7.614704954346026, 47.55473495207426], [7.614799936508406, 47.55475622252649], [7.61486120190609, 47.554786114973254], [7.61488235671004, 47.55480749706529], [7.614876178984943, 47.55485176464045], [7.614724782627493, 47.5549904883774], [7.614642941518348, 47.55511482472804], [7.614554861643013, 47.55526915558504], [7.614481374107879, 47.55540085405766]]}";1703;1703;Trottoir;Begegnungszone;
47.5547650213,7.61457228887;"{""type"": ""LineString"", ""coordinates"": [[7.615061699590099, 47.55418898629371], [7.614753337102517, 47.55469775272091], [7.614704954346026, 47.55473495207426], [7.614639576498939, 47.55473505091119], [7.614548889812047, 47.55473518794843], [7.614487718749165, 47.554733850338664], [7.614451936503922, 47.55475674848661], [7.614407821388999, 47.55481106536361], [7.614099586656334, 47.55535764842384]]}";1704;1704;Strasse;Begegnungszone;
47.5543734502,7.61518594593;"{""type"": ""LineString"", ""coordinates"": [[7.615376784867522, 47.55507801701141], [7.615644767856201, 47.55448081190535], [7.61566341259645, 47.55438226604885], [7.615623197062416, 47.55433806895034], [7.615561945946927, 47.55431245790433], [7.61518202826367, 47.55422594809438], [7.615061699590099, 47.55418898629371], [7.614957747259745, 47.55416265716271], [7.614779906169796, 47.55411757085122], [7.614454321538132, 47.55404916180758], [7.614314615179808, 47.554045928062784]]}";1705;1705;Trottoir;Zone30;
47.5550702159,7.6154790057;"{""type"": ""LineString"", ""coordinates"": [[7.615313830148199, 47.55525635059222], [7.615413029021288, 47.55519861308549], [7.615466572528869, 47.55512713943575], [7.615507371034768, 47.55502641947103], [7.615606742197971, 47.55484857005205]]}";1706;1706;Trottoir;Zone50;
47.546398054,7.62091099373;"{""type"": ""LineString"", ""coordinates"": [[7.62046494836309, 47.547337437878696], [7.620587263992871, 47.54733724675461], [7.620777042307732, 47.5473355289452], [7.620914111155045, 47.54733388438068], [7.620983626001866, 47.54731093132607], [7.621019366226668, 47.547278030078346], [7.621023440487433, 47.547238046377906], [7.620956798422532, 47.54624728874134], [7.620925596582795, 47.545757617508784], [7.62088097935683, 47.54504237623603]]}";1708;1708;Trottoir;Zone50;
47.5523170218,7.61576819236;"{""type"": ""LineString"", ""coordinates"": [[7.615679107264587, 47.55232944547938], [7.615734599100971, 47.552317624238746], [7.615788369137031, 47.55231539293346], [7.615857947265079, 47.55230886550956]]}";1711;1711;Trottoir;Zone30;
47.5520881499,7.61574010991;"{""type"": ""LineString"", ""coordinates"": [[7.615745633036849, 47.55185554428827], [7.615771406130246, 47.551967765140624], [7.615769492882355, 47.55202772941916], [7.615740202421627, 47.552100587418664], [7.615708793955356, 47.55216774658922], [7.615704814807962, 47.5522377150594], [7.615730316700084, 47.5522962076291], [7.615734599100971, 47.552317624238746]]}";1712;1712;Fussweg_Park;Begegnungszone;
47.5531202706,7.61534410422;"{""type"": ""LineString"", ""coordinates"": [[7.615825547137747, 47.55239744034506], [7.615774926942988, 47.552396087361224], [7.615737009907713, 47.552407567108645], [7.615675907797356, 47.55242621414613], [7.615635921047983, 47.552450549081826], [7.615587550412477, 47.55249059983936], [7.614881757432161, 47.553346904210265], [7.614881823434118, 47.55336688822486], [7.614890301945272, 47.5533797274612], [7.614913530807824, 47.553389684354435], [7.615884489313044, 47.55363235470277]]}";1714;1714;Trottoir;Zone30;
47.5530079459,7.61591786363;"{""type"": ""LineString"", ""coordinates"": [[7.615884489313044, 47.55363235470277], [7.615930848045035, 47.55362229206598], [7.615960290908335, 47.55359512207907], [7.6159492917703, 47.553459504076464], [7.615932296264218, 47.55342240375307], [7.615906643499651, 47.55268286858626], [7.615901693215126, 47.55246442684003], [7.61592065837977, 47.5524586869309], [7.615910043743567, 47.55243870997721], [7.615895241522934, 47.55242588043852], [7.615859323953988, 47.552407380999284], [7.615825547137747, 47.55239744034506]]}";1715;1715;Trottoir;Zone50;
47.5478315952,7.59917005816;"{""type"": ""LineString"", ""coordinates"": [[7.599507020305316, 47.54811571379138], [7.599487517116607, 47.54811931124805], [7.599459564022097, 47.54811363880323], [7.598946947503621, 47.54788197349889], [7.598925801879539, 47.54786058844347], [7.598914121575381, 47.54783275981944], [7.598912949598919, 47.54779635467205], [7.598937096432317, 47.547759914685955], [7.598970757818615, 47.547733453671974], [7.599410306500277, 47.547513328020855]]}";1719;1719;Trottoir;Zone50;
47.547864923,7.60117740081;"{""type"": ""LineString"", ""coordinates"": [[7.601343386266062, 47.54867427510962], [7.601250093336524, 47.54850878524537], [7.601192706356513, 47.54836037831338], [7.601135293612124, 47.5482034003244], [7.601107389159695, 47.54804353012004], [7.601038031385043, 47.54742683440054], [7.601044302292147, 47.547409692531865], [7.601078003667194, 47.54739679344467], [7.601457292211123, 47.54730060616625], [7.601484696554284, 47.547296286822196], [7.601499467717514, 47.54730054720272], [7.601507942022578, 47.547313387446415]]}";1722;1722;Trottoir;Zone30;
47.5489331867,7.60165119656;"{""type"": ""LineString"", ""coordinates"": [[7.60200855993507, 47.54896602805808], [7.601802231721611, 47.54907482700109], [7.601751623791336, 47.54907632788974], [7.60172203226537, 47.54905638518696], [7.601451368650509, 47.54881690020232], [7.601343386266062, 47.54867427510962]]}";1723;1723;Trottoir;Zone50;
47.5470199886,7.60157928334;"{""type"": ""LineString"", ""coordinates"": [[7.602077131163605, 47.54656587353647], [7.602292798806878, 47.54675117511838], [7.602301273216146, 47.54676401530653], [7.602303415920057, 47.54677400437293], [7.602299239903724, 47.54678971336145], [7.602288714695723, 47.54679686920296], [7.601543415552507, 47.54718912491915], [7.601427567051839, 47.54723211520881], [7.601265336108812, 47.54728089018646], [7.60106936006606, 47.547328272996005], [7.601039826467156, 47.54732260313548], [7.601027141127989, 47.547314058755425], [7.601024968226366, 47.54729406864092], [7.600964238374788, 47.54674018216154]]}";1727;1727;Trottoir;Zone30;
47.5468411244,7.60431759444;"{""type"": ""LineString"", ""coordinates"": [[7.605383816957442, 47.545940103372786], [7.606741025036191, 47.546352207420576], [7.606779033905057, 47.54636642566261], [7.606795975766292, 47.5463892453788], [7.60679606571385, 47.54641780047239], [7.606764527866108, 47.54644640123195], [7.605817148115833, 47.54694605594752], [7.604911877162335, 47.54742564954155], [7.60388870036356, 47.547975365806344], [7.60386128704222, 47.54797683470717], [7.603833873756608, 47.547974022569115], [7.602351664403972, 47.54669255194828], [7.601844224323724, 47.5462549437358], [7.601837840360989, 47.54623496852304], [7.601846236007937, 47.54622210466079], [7.601860932695827, 47.546202090913916], [7.602755681142876, 47.54572396581083]]}";1729;1729;Trottoir;Zone30;
47.5482382671,7.60567983162;"{""type"": ""LineString"", ""coordinates"": [[7.606356871496791, 47.54946527897648], [7.606329023068731, 47.54945532700949], [7.604986830022113, 47.54847209307048], [7.60427243809001, 47.547951976539885], [7.604263958605778, 47.547937715492736], [7.604261788895935, 47.547919155445875], [7.604278583980391, 47.54789485738707], [7.605362815043725, 47.547317925060575], [7.6053902146113, 47.54731217478959], [7.605419730827295, 47.547312132523494], [7.605432412433351, 47.54731925541335], [7.60586995437745, 47.547647008378824], [7.60719950110936, 47.54863168067798], [7.607516568445761, 47.54886822497819], [7.607522217278221, 47.548894397631706]]}";1731;1731;Trottoir;Zone30;
47.5486595015,7.6050907613;"{""type"": ""LineString"", ""coordinates"": [[7.603882792692626, 47.54810958814685], [7.604124899483106, 47.547979320460634], [7.60416495453528, 47.54797640352246], [7.604196623107864, 47.5479849295682], [7.605929827475546, 47.54925458475851], [7.606251117240891, 47.54949112640308], [7.606258386337596, 47.54951311468078]]}";1732;1732;Trottoir;Zone30;
47.5468769086,7.5993827705;"{""type"": ""LineString"", ""coordinates"": [[7.599179271858344, 47.546964145503566], [7.599261441948281, 47.546936907023905], [7.599326698495193, 47.54689969074893], [7.599385632024465, 47.54686249215621], [7.599471999801715, 47.54683095770559], [7.599539338519472, 47.5468191728104], [7.599554194982133, 47.54681657107648], [7.599592115833173, 47.54680652660816]]}";1740;1740;Fussweg_Park;Fussgaengerzone;
47.5469154354,7.59883163592;"{""type"": ""LineString"", ""coordinates"": [[7.599243739476575, 47.547322656114524], [7.599203457053981, 47.547289641567644], [7.599165320773822, 47.54723258371055], [7.599133546611339, 47.54718408813418], [7.599110134606721, 47.547111297857775], [7.599107829459281, 47.5470470585543], [7.599149884597309, 47.54700702331611], [7.599179271858344, 47.546964145503566], [7.599195961662486, 47.546904161051266], [7.599195789942846, 47.546847050862056], [7.599172395170936, 47.546779971608636], [7.599130099921598, 47.54674005259041], [7.599066689545617, 47.54668874055291], [7.598986477495569, 47.54666458580914], [7.598902084623531, 47.546650419844944], [7.598832484011755, 47.546647664557305], [7.598765029701579, 47.54665631936972], [7.598678632267847, 47.54667357123133], [7.598581742840647, 47.546713681606306], [7.598543954423695, 47.546767992888775], [7.598502001601748, 47.546842294025076], [7.598489534725654, 47.546906553616175], [7.598506592880242, 47.54696935167285], [7.598557374208946, 47.54702639239217], [7.59860389342985, 47.54706630581478], [7.59857863529643, 47.54708205260847], [7.598511257348999, 47.54711641135204], [7.598454400359931, 47.547146465595446], [7.598412250617675, 47.54715509447448], [7.598355300074719, 47.547149461530616], [7.598313103331839, 47.547142378327386]]}";1742;1742;Fussweg_Park;Fussgaengerzone;
47.5468042007,7.59839380043;"{""type"": ""LineString"", ""coordinates"": [[7.598519867541419, 47.54647390273897], [7.598479992794966, 47.54653677893679], [7.598446453687821, 47.546603927461554], [7.59843395312029, 47.54665249297252], [7.598427843347873, 47.5467281749199], [7.598406976036637, 47.54679958707906], [7.59838184609098, 47.54685816197786], [7.598348319460484, 47.54692959148229], [7.59831894386682, 47.54698103113414], [7.598298054985571, 47.547045311239195], [7.598308721669206, 47.54708527391357], [7.598313052100641, 47.547125245271815], [7.598313103331839, 47.547142378327386]]}";1743;1743;Fussweg_Park;Fussgaengerzone;
47.5470928601,7.59912661165;"{""type"": ""LineString"", ""coordinates"": [[7.598519867541419, 47.54647390273897], [7.598551453053715, 47.546455296243515], [7.598599955080173, 47.546456659659206], [7.599473857769845, 47.54675100054092], [7.599573108258651, 47.54679370077604], [7.599592115833173, 47.54680652660816], [7.599682987449827, 47.546867792469435], [7.599816167748444, 47.5469775480816], [7.599367793033149, 47.54724229658585], [7.599243739476575, 47.547322656114524], [7.598965800900698, 47.547502707454754], [7.59871118261654, 47.547685810932094], [7.5985302308466, 47.54781884338958], [7.598456511297522, 47.547851780786544], [7.598397477778713, 47.54785614279392], [7.59833206993989, 47.547843380388215]]}";1744;1744;Trottoir;Zone50;
47.5466145723,7.59920789326;"{""type"": ""LineString"", ""coordinates"": [[7.598500595354681, 47.54637256041679], [7.598561781557393, 47.54638674954302], [7.598669431364537, 47.54641801693788], [7.599152825097383, 47.54658440210075], [7.599513800710035, 47.54670668704822], [7.599615145627992, 47.54674795434616], [7.599701758194159, 47.54680208502774], [7.599796879593269, 47.54687619701805], [7.599877195830673, 47.5469346263048]]}";1745;1745;Trottoir;Zone50;
47.5474094202,7.59779252178;"{""type"": ""LineString"", ""coordinates"": [[7.597567468242453, 47.547433231092526], [7.597634940739391, 47.5474302879982], [7.597776166142541, 47.5474101020183], [7.597887900733675, 47.547398527243736], [7.598017368753104, 47.547382413229926]]}";1748;1748;Fussweg_Park;Fussgaengerzone;
47.5460219584,7.5975918766;"{""type"": ""LineString"", ""coordinates"": [[7.597928619775465, 47.54691018199148], [7.597717684215071, 47.54689047708892], [7.597432448322021, 47.54670811289182], [7.597081698946694, 47.54647158669443], [7.596654843339278, 47.5461737622123], [7.59661462029462, 47.54611956634661], [7.596608153823042, 47.54607102674632], [7.59663122822593, 47.546031018147325], [7.596681748891531, 47.54600096438961], [7.596759698918708, 47.54597516341028], [7.597943657314906, 47.54559234034787], [7.598097455596663, 47.54554501154537], [7.598567338755983, 47.54542586542681], [7.598609499924511, 47.54542151750405], [7.598622184449189, 47.54543007114845], [7.598622244319939, 47.54545005522831], [7.598360310167685, 47.54600438602736]]}";1751;1751;Trottoir;Zone50;
47.5454225651,7.59782969511;"{""type"": ""LineString"", ""coordinates"": [[7.596400833991292, 47.54584857697372], [7.596436761466421, 47.54587423250977], [7.596485292440998, 47.54588558885041], [7.596557016631156, 47.54589262370415], [7.596622332935289, 47.545875402011106], [7.598073841153116, 47.54540369774668], [7.598261322457181, 47.545337759469], [7.598507730911694, 47.54523748274504], [7.598680410797818, 47.545157290978565], [7.598793990805453, 47.54506289811234], [7.598844308012779, 47.544965741131385], [7.598926038038908, 47.5447928672856], [7.598995014140517, 47.544592885703864]]}";1752;1752;Trottoir;Zone50;
47.5464293985,7.59476800164;"{""type"": ""LineString"", ""coordinates"": [[7.593423137560559, 47.546264908535065], [7.593468860424965, 47.54628369872133], [7.593512126775785, 47.54629363329305], [7.593552253631664, 47.54631571361026], [7.593601929050599, 47.5463599058837], [7.5936749474297, 47.546451185426164], [7.593861164041487, 47.54667366813699], [7.593904559447234, 47.54672786071764], [7.593934156310279, 47.54675566597423], [7.593975327667774, 47.5467713142063], [7.594060766719602, 47.54678476286219], [7.594118745844018, 47.54677897446111], [7.594673795903979, 47.546573354389665], [7.595638580215566, 47.54622225459405], [7.595665950891491, 47.54620651458382], [7.595710127703623, 47.54617360978488], [7.595739593584453, 47.546152155888485], [7.595840711760205, 47.54611775322269], [7.596087162718182, 47.54602461369089], [7.596150325195334, 47.5459931220633], [7.596162870479463, 47.54595455780204], [7.596166980207371, 47.54592028598056]]}";1753;1753;Trottoir;Zone50;
47.5476962917,7.59765737496;"{""type"": ""LineString"", ""coordinates"": [[7.597125884302856, 47.5488766571674], [7.597159511173674, 47.54888725103499], [7.59718798729911, 47.54889006330589], [7.597237528807764, 47.548882863818875], [7.597262754266756, 47.54885569529755], [7.597647392724449, 47.54842684302482], [7.597859686596837, 47.548191689936175], [7.597952171849147, 47.548090194783775], [7.59797843959996, 47.54806088415659], [7.598021480256515, 47.54799443331217], [7.598053936785631, 47.54792015437209], [7.598068447812622, 47.5478373199309], [7.598069288849567, 47.54776307525272], [7.5980584581017, 47.54766814289903], [7.598029341199871, 47.547450452675335], [7.598017368753104, 47.547382413229926], [7.598005747374845, 47.54731627098601], [7.597989775338472, 47.547265612962796], [7.597948444807151, 47.54719713699224], [7.597888170960577, 47.54713724896941], [7.597771957982088, 47.54705888320201], [7.597608241262376, 47.54696201901594], [7.597575396627137, 47.54695054281649], [7.597522738881056, 47.546932150444185], [7.597393891044107, 47.54686165308406], [7.597256570921798, 47.54677403398799], [7.597139309699348, 47.54669995003874], [7.59708648380814, 47.54666504513761], [7.597049548456123, 47.54665367328353], [7.596998921523819, 47.54664803107329], [7.596945430961014, 47.54665323921673]]}";1755;1755;Trottoir;Zone50;
47.5452935611,7.60119417638;"{""type"": ""LineString"", ""coordinates"": [[7.599579201072311, 47.54532024292531], [7.599680392667245, 47.54531153199872], [7.601365207481464, 47.545294917236404], [7.602006242196892, 47.545291159834306], [7.602020908019195, 47.545261163014594], [7.60257968460551, 47.54525037674253], [7.602607118375687, 47.54526033919948], [7.602763519493242, 47.54537433982964]]}";1756;1756;Trottoir;Zone50;
47.5469653497,7.59547492687;"{""type"": ""LineString"", ""coordinates"": [[7.596855617392595, 47.5465981844641], [7.594700472003546, 47.547206201034236], [7.594559332327804, 47.5472468619532], [7.594521322816763, 47.547254269715346], [7.5944914346833, 47.54725430970093], [7.59445339293582, 47.5472506731398], [7.594412585189469, 47.54723234445136], [7.594126845460183, 47.5470561515375]]}";1758;1758;Trottoir;Zone30;
47.5449198024,7.60278516788;"{""type"": ""LineString"", ""coordinates"": [[7.602510804156882, 47.544793589931245], [7.602614268397959, 47.544841992705976], [7.602800091013963, 47.544925966629435], [7.602979582710559, 47.54500709816003], [7.603056509916579, 47.54505176958829]]}";1762;1762;Fussweg_Park;andere;
47.5445721191,7.60157026595;"{""type"": ""LineString"", ""coordinates"": [[7.602707207903154, 47.54511796170763], [7.602711945486776, 47.54506030493968], [7.602709627253461, 47.5449931966594], [7.602707388038524, 47.5449518014686], [7.602681991729685, 47.544921851996875], [7.602635515295341, 47.544891932204344], [7.602591168339275, 47.54487201047307], [7.602544691999762, 47.54484209064362], [7.602517223284359, 47.54482499615608], [7.602517179448986, 47.54481071410273], [7.602510804156882, 47.544793589931245], [7.602099156615613, 47.544648541190426], [7.601639080925867, 47.544520682917266], [7.601124258224499, 47.54442003342508], [7.600689715784068, 47.54437066940678], [7.600455649290671, 47.54436813481051], [7.60021104918561, 47.54436990438488]]}";1763;1763;Fussweg_Park;andere;
47.5618050734,7.59655746452;"{""type"": ""LineString"", ""coordinates"": [[7.596789681253158, 47.56262570762025], [7.597120746850005, 47.56191195708455], [7.595613557587349, 47.56125439771374]]}";1769;1769;Trottoir;Zone30;
47.5616197594,7.59524823302;"{""type"": ""LineString"", ""coordinates"": [[7.595613557587349, 47.56125439771374], [7.594882908444651, 47.56198512102346]]}";1771;1771;Trottoir;Zone30;
47.5600644807,7.59811817279;"{""type"": ""LineString"", ""coordinates"": [[7.598305649036531, 47.55956758258503], [7.59802418131648, 47.560279254723945], [7.59802920745688, 47.56030273945685], [7.597974131301082, 47.56045349563776], [7.597983214354775, 47.56050516115379], [7.598020908538531, 47.56055823552552]]}";1772;1772;Trottoir;Zone50;
47.5596192468,7.59911392545;"{""type"": ""LineString"", ""coordinates"": [[7.599459459264026, 47.55977557655092], [7.598768391627901, 47.55946291710882]]}";1774;1774;Trottoir;Zone30;
47.5602603399,7.59896810314;"{""type"": ""LineString"", ""coordinates"": [[7.59847674702548, 47.56074510326232], [7.599459459264026, 47.55977557655092]]}";1775;1775;Trottoir;Zone30;
47.5606849432,7.59824536572;"{""type"": ""LineString"", ""coordinates"": [[7.598019058350771, 47.560557131828254], [7.598380646867994, 47.56077343037201], [7.598445084001729, 47.56076729823235], [7.59847674702548, 47.56074510326232]]}";1776;1776;Trottoir;Zone50;
47.561430487,7.59893687478;"{""type"": ""LineString"", ""coordinates"": [[7.599870867256272, 47.56237398685075], [7.599896316333657, 47.56226521757824], [7.599864241494812, 47.56215116765059], [7.599810455877456, 47.56207253802787], [7.599530166723723, 47.56185479173158], [7.598595925061487, 47.56114194960486], [7.598566053812299, 47.561097013005096], [7.598414033378901, 47.56099856042837], [7.597906454811052, 47.56070091555713], [7.597796469614887, 47.56079168659053]]}";1778;1778;Trottoir;Zone50;
47.5633503294,7.59906425254;"{""type"": ""LineString"", ""coordinates"": [[7.598869134538065, 47.563297566376], [7.599169856819335, 47.563384409484094], [7.599262072252385, 47.563379578690146]]}";1780;1780;Trottoir;Fussgaengerzone;
47.5606380886,7.59617299046;"{""type"": ""LineString"", ""coordinates"": [[7.596720797322536, 47.56011676888286], [7.595625183590418, 47.561159408359686]]}";1783;1783;Trottoir;Zone30;
47.5612922973,7.59913903072;"{""type"": ""LineString"", ""coordinates"": [[7.599117005784227, 47.56130508071643], [7.599161055648015, 47.56127951384462]]}";1791;1791;Trottoir;Zone50;
47.5610764721,7.59881555063;"{""type"": ""LineString"", ""coordinates"": [[7.59855185574847, 47.560828398998325], [7.598553008072117, 47.56088040811529], [7.598766176651882, 47.56104120192205], [7.599117005784227, 47.56130508071643]]}";1792;1792;Trottoir;Zone50;
47.560758191,7.59950028837;"{""type"": ""LineString"", ""coordinates"": [[7.599086744410264, 47.56030824914076], [7.599774861302531, 47.56062510176202], [7.599801740302349, 47.56066450206398], [7.599811819685843, 47.56071550052145], [7.599796044166143, 47.56074504873667], [7.599361154957161, 47.56121145232072], [7.599312679160878, 47.56124977847014], [7.599221665845741, 47.56132171880599]]}";1793;1793;Trottoir;Zone30;
47.5610533762,7.60030150122;"{""type"": ""LineString"", ""coordinates"": [[7.599712602957096, 47.56168347911729], [7.600866057589824, 47.560450260456086], [7.600857020661151, 47.560414693864274]]}";1796;1796;Trottoir;Zone30;
47.5594407656,7.59954619628;"{""type"": ""LineString"", ""coordinates"": [[7.598844449069722, 47.55936692143394], [7.599539480904395, 47.55968141867141], [7.600136594209311, 47.559085918251405], [7.600122591992351, 47.55904701280125]]}";1802;1802;Trottoir;Zone30;
47.5608787614,7.60289480213;"{""type"": ""LineString"", ""coordinates"": [[7.602892720332301, 47.56089526327428], [7.602896883921338, 47.560862259431886]]}";1805;1805;Trottoir;Zone30;
47.5613250462,7.59274269348;"{""type"": ""LineString"", ""coordinates"": [[7.592167454578411, 47.561140442273796], [7.592842375204605, 47.56136137235207], [7.593235372665092, 47.5614767987385], [7.593322687569362, 47.56149212509823]]}";1836;1836;Trottoir;Fussgaengerzone;
