Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5816395066,7.65636554948;"{""type"": ""LineString"", ""coordinates"": [[7.654981901550104, 47.58186194231065], [7.655026113114384, 47.58184586937365], [7.65506941266183, 47.58184416100596], [7.655557010154844, 47.58184271360394], [7.655809576317696, 47.58182921974972], [7.656055290222819, 47.581804343166105], [7.656276085336189, 47.581767569069015], [7.656447951488175, 47.58172763941808], [7.656510837989838, 47.58171151297296], [7.656659005892482, 47.58166239986418], [7.656800735603699, 47.58160895469062], [7.656887205285801, 47.58157406799956], [7.656961635411283, 47.58153675755136], [7.657075269202896, 47.581477941558596], [7.657231268514984, 47.5813843123247], [7.657348015922667, 47.58130053277178], [7.657549034373703, 47.581135606588376], [7.65759617574309, 47.58109210544436], [7.657632174453959, 47.58107032698185]]}";624;624;Trottoir;Zone30;
47.569413114,7.64016449127;"{""type"": ""LineString"", ""coordinates"": [[7.639456832092728, 47.568569284334075], [7.639846339975596, 47.56902526715641], [7.640332808939587, 47.56960313420143], [7.640705008464328, 47.57007118655255], [7.640828776907267, 47.570254515118805], [7.640819285004949, 47.570281692590626]]}";627;627;Trottoir;Zone30;
47.5726001708,7.63936137209;"{""type"": ""LineString"", ""coordinates"": [[7.638983766334683, 47.572585580494255], [7.6392499893746, 47.57258837770444], [7.63940879185536, 47.57259895030905], [7.639651058399886, 47.57262783365634], [7.639700751544738, 47.57262123639638], [7.63971182910593, 47.57258432512363]]}";629;629;Trottoir;Zone30;
47.5853167807,7.64596263278;"{""type"": ""LineString"", ""coordinates"": [[7.647805413512067, 47.585401124206996], [7.647755648185864, 47.58538873941573], [7.647053549080474, 47.58530968519437], [7.646863186489138, 47.58528832416109], [7.646733398525707, 47.58527308715235], [7.646616441964956, 47.585258717446756], [7.646467798168227, 47.585241885974696], [7.646409838712115, 47.58523819411192], [7.646337436605793, 47.58523290013742], [7.646241605997316, 47.58523632677868], [7.646189290022798, 47.58524129462524], [7.646078250835149, 47.58525125965215], [7.64595578694662, 47.585263151573955], [7.64582970933867, 47.585275580423556], [7.645700036644985, 47.585289922185225], [7.645441469647388, 47.58531371134151], [7.645312995896054, 47.58532533445587], [7.645182108002118, 47.585338319752665], [7.645066458874634, 47.585349110410405], [7.644944796988491, 47.585358823375984], [7.644887057862986, 47.58536054454139], [7.644768960921882, 47.58536400940993], [7.644636429400308, 47.58536452280092], [7.644504299762635, 47.585365835765], [7.644371354752287, 47.585362545268104], [7.644251636431079, 47.585359231259005], [7.644191695894726, 47.58536232300141], [7.644156032050178, 47.585369706800364], [7.644117185494388, 47.58538252837314]]}";634;634;Trottoir;Zone30;
47.585000514,7.64929791261;"{""type"": ""LineString"", ""coordinates"": [[7.648790502764582, 47.58504223886772], [7.648838863364395, 47.58510292169038], [7.648856557262367, 47.58511320546259], [7.648891065191335, 47.585119654546865], [7.649068926216544, 47.585072125451376], [7.649147039240308, 47.58504918529609], [7.649281293095305, 47.5850272407365], [7.649442281111666, 47.584972141956385], [7.649573258004983, 47.58493175699996], [7.649710616104175, 47.58488483992185], [7.64976100363322, 47.58484961032234], [7.649800915100617, 47.58480070236378]]}";636;636;Trottoir;Zone30;
47.5857788988,7.65258720625;"{""type"": ""LineString"", ""coordinates"": [[7.652841835761665, 47.58569828012828], [7.652778877620018, 47.5857079562282], [7.65271638949898, 47.585725437922804], [7.652673171721133, 47.58574830732489], [7.652625159200808, 47.58577552946115], [7.652544263474292, 47.585803891250244], [7.652371980213156, 47.58584327616832], [7.652329816545931, 47.58585393012127]]}";639;639;Fussweg_Park;Zone30;
47.5861628166,7.6531709581;"{""type"": ""LineString"", ""coordinates"": [[7.653338703902036, 47.58640514735685], [7.653209915091548, 47.586289267773715], [7.653112504440138, 47.586002936444245], [7.653022397808002, 47.58593256520165], [7.65300313166353, 47.585928256749476]]}";642;642;Fussweg_Park;Zone30;
47.561749897,7.56219101407;"{""type"": ""LineString"", ""coordinates"": [[7.559990465902541, 47.56044622590931], [7.56090153485379, 47.560647678850096], [7.561096997873644, 47.560693153046714], [7.561304898353073, 47.56074462164582], [7.561840689088536, 47.56089071789109], [7.562399586045971, 47.561046995022444], [7.562737245738119, 47.56114190693274], [7.562995803517302, 47.561211953598054], [7.563117531384304, 47.561242330520116], [7.563141565726704, 47.56126995156267], [7.563139851723102, 47.56129279742463], [7.563111659617104, 47.561391245703504], [7.562990116678218, 47.56182337926474], [7.562871929270155, 47.562167910312716], [7.562833965112254, 47.56225855335763], [7.562800419975319, 47.56234679935949], [7.562758915474854, 47.56244646683088], [7.562728011570619, 47.562522082828195], [7.562522731628692, 47.56303183946589], [7.56241510545607, 47.56333758681076], [7.56244355341086, 47.56335438386806], [7.562491658908045, 47.56341924941427], [7.562546801651806, 47.563458862134155], [7.56258236076031, 47.56347083997477], [7.562999911434537, 47.56354973834176], [7.563349733674311, 47.56362208821798]]}";649;649;Trottoir;Zone30;
47.5610415638,7.56330951234;"{""type"": ""LineString"", ""coordinates"": [[7.56302653084948, 47.56042685043489], [7.562988055953174, 47.560434338229136], [7.562965015176187, 47.56045668517892], [7.562930282874995, 47.56065097744954], [7.56285532182051, 47.561041789215096], [7.562877391037127, 47.56107581593038], [7.562907129176761, 47.561093645790216], [7.563272376398694, 47.561178103050345], [7.563632055630285, 47.56123335353655], [7.564173161665606, 47.561289891868824]]}";654;654;Trottoir;Zone30;
47.5600368708,7.56302667679;"{""type"": ""LineString"", ""coordinates"": [[7.563116065145048, 47.55968770519946], [7.563071023092103, 47.559704877269354], [7.56306226190086, 47.55971977121456], [7.563051443451814, 47.55979272180768], [7.562983466760637, 47.560352104571024], [7.563006599201297, 47.56036919496821], [7.563045100597443, 47.56037883117646]]}";656;656;Trottoir;Zone30;
47.5587834088,7.5627633333;"{""type"": ""LineString"", ""coordinates"": [[7.562482463931078, 47.55863986425302], [7.562620731008765, 47.55874060903921], [7.562739616994655, 47.55879704421069], [7.562924440271863, 47.5588459712559], [7.563068924717958, 47.55886585532199]]}";658;658;andere;andere;
47.5579965314,7.5646667442;"{""type"": ""LineString"", ""coordinates"": [[7.564560263447011, 47.558928614863916], [7.564586439966809, 47.55888995858098], [7.564658750518878, 47.558311404257196], [7.564624389062732, 47.558191806839105], [7.564669715442211, 47.557833771672335], [7.564722829665118, 47.5575107046299], [7.56473598467851, 47.55749450170847], [7.56477047834593, 47.557202716919875], [7.564613231170601, 47.55719469348573]]}";660;660;Trottoir;Zone50;
47.5575032475,7.56445382272;"{""type"": ""LineString"", ""coordinates"": [[7.564185860890063, 47.55749117356356], [7.564535908135714, 47.55750606780761], [7.564721650745144, 47.55751784692252]]}";661;661;Trottoir;andere;
47.563424738,7.56243149436;"{""type"": ""LineString"", ""coordinates"": [[7.562548969231836, 47.5634595883235], [7.562364977212019, 47.56343789280735], [7.562416187903141, 47.563334500821384]]}";663;663;Trottoir;Zone30;
47.5632941579,7.56100731011;"{""type"": ""LineString"", ""coordinates"": [[7.561986186497873, 47.56365766817178], [7.561626299848355, 47.563553289201934], [7.56119488135345, 47.56338851953976], [7.560941715137957, 47.56327416924466], [7.560653286317969, 47.563125616208616], [7.560417796605875, 47.563046969291484], [7.560265944980905, 47.562999865658924], [7.560034836002852, 47.562913029122356]]}";664;664;Trottoir;andere;
47.5641143663,7.56277765728;"{""type"": ""LineString"", ""coordinates"": [[7.563348816381036, 47.56362190033025], [7.563290502445685, 47.563766986133075], [7.56325198568217, 47.563854464068], [7.563141276576085, 47.56392507487125], [7.563066132824205, 47.56402169343027], [7.56304584912677, 47.56411031203837], [7.562416430411134, 47.564288894626486], [7.562040583291211, 47.564387539774025], [7.562029586045149, 47.56438978183744]]}";668;668;Trottoir;Zone50;
47.5638423996,7.56010909856;"{""type"": ""LineString"", ""coordinates"": [[7.562029586045149, 47.56438978183744], [7.56198665960185, 47.564369735269544], [7.561828817263891, 47.56411238521414], [7.561685334057827, 47.56388107455141], [7.561644656729022, 47.56384497171871], [7.561567524887923, 47.56381198311263], [7.561475118859284, 47.56379347240688], [7.561379452069391, 47.563795803471706], [7.560764046029744, 47.563960934763635], [7.560731055487853, 47.56395649939925], [7.560692506362558, 47.56393272437764], [7.560395657565865, 47.56346638693521], [7.560292319761141, 47.563478402331214], [7.557915338988558, 47.56413058708681]]}";672;672;Trottoir;Zone30;
47.5635913466,7.55748686858;"{""type"": ""LineString"", ""coordinates"": [[7.557915338988558, 47.56413058708681], [7.557861946812279, 47.56410607980978], [7.557605893372166, 47.56367765604023], [7.557495556926273, 47.5635125360454], [7.55731486636856, 47.563348989410464], [7.556971311678129, 47.56313201414336]]}";675;675;Trottoir;Zone50;
47.5656430796,7.55953516184;"{""type"": ""LineString"", ""coordinates"": [[7.558679780681638, 47.56545235451998], [7.558785917017198, 47.565702315164195], [7.558888707065003, 47.565935155134675], [7.558945864881746, 47.565925428029416], [7.559502536331177, 47.56579460637111], [7.559716269247231, 47.56572590689846], [7.560054690653269, 47.56560684761555], [7.560276617643178, 47.56551917086826], [7.560268856912452, 47.565489778548944], [7.560235205831433, 47.565440690012686], [7.560131553904289, 47.56531613624238], [7.559974566512571, 47.56508147397313]]}";682;682;Trottoir;Zone30;
47.5666341742,7.56188926265;"{""type"": ""LineString"", ""coordinates"": [[7.562601785314821, 47.56704673286848], [7.561612179582689, 47.566138291952754], [7.561591830834882, 47.56613645169058], [7.561283196096853, 47.56629344655047], [7.561278846707544, 47.56631484712574], [7.561311918996136, 47.56635425873483], [7.562325664159961, 47.567243322139184], [7.562343832780813, 47.56725037193157]]}";698;698;Trottoir;Zone30;
47.5671510649,7.56332547039;"{""type"": ""LineString"", ""coordinates"": [[7.563955382483167, 47.56677140253915], [7.562703518521291, 47.56752592575131], [7.562695823157107, 47.56753114127814]]}";700;700;Trottoir;Zone50;
47.5676538619,7.56171472337;"{""type"": ""LineString"", ""coordinates"": [[7.561144747791996, 47.56800631514392], [7.561616331539128, 47.567701041096356], [7.56229504823802, 47.567318523871286]]}";706;706;Fussweg_Park;andere;
47.5669177311,7.56053870187;"{""type"": ""LineString"", ""coordinates"": [[7.560445557606233, 47.56667147416675], [7.559700978942072, 47.56699004981638], [7.559523017472034, 47.56707210380558], [7.559549480777354, 47.56709812214375], [7.559579303818771, 47.56715837599009], [7.559576139521045, 47.567216433563935], [7.559569588925732, 47.567240255650745], [7.559695083567275, 47.56729743342226], [7.56006609463542, 47.5674808792577], [7.560866592282645, 47.56704994752062], [7.560874075862419, 47.56705667596308], [7.560917386478494, 47.56705799765059], [7.561562116348635, 47.566725381271056], [7.561560958262286, 47.56669561335625], [7.561418784061293, 47.566556585517304], [7.561208308295544, 47.56636552873972], [7.561182996587034, 47.56635514061021], [7.561160990985525, 47.566355163706874], [7.561129129134167, 47.56636263492868], [7.560471077180997, 47.56665060914536], [7.560445650605146, 47.56667146507603]]}";709;709;Trottoir;Zone30;
47.5677869221,7.56046891963;"{""type"": ""LineString"", ""coordinates"": [[7.561502855015996, 47.56829516694682], [7.560534499415993, 47.5678149295591], [7.559835411860555, 47.56747330342124], [7.559518366136913, 47.56732477746564], [7.559428279975511, 47.56735910968747]]}";710;710;Trottoir;Zone30;
47.5697637093,7.55952907911;"{""type"": ""LineString"", ""coordinates"": [[7.558839213134897, 47.57021245274546], [7.559192781549042, 47.569972433538354], [7.559470636491125, 47.56980245348482], [7.560054846909859, 47.56943344807391], [7.560177806081224, 47.5693373035421], [7.560179919298652, 47.56930232489211], [7.560186502008639, 47.56929264083186]]}";712;712;Trottoir;Zone50;
47.5688947761,7.56058178637;"{""type"": ""LineString"", ""coordinates"": [[7.560274825152174, 47.569218135081194], [7.560336865068916, 47.569039806542044], [7.56068385303319, 47.56881095968752], [7.560872714986377, 47.56868796227807], [7.560977843460321, 47.5686584877694]]}";713;713;Fussweg_Park;andere;
47.5683069085,7.56148544027;"{""type"": ""LineString"", ""coordinates"": [[7.561515128228473, 47.56828687983413], [7.561455752302433, 47.56832693725586]]}";714;714;Trottoir;Zone50;
47.5684736414,7.56123832927;"{""type"": ""LineString"", ""coordinates"": [[7.561386995560871, 47.56837333606807], [7.561089662983384, 47.56857394677778]]}";716;716;Trottoir;Zone50;
47.5670748867,7.56017684835;"{""type"": ""LineString"", ""coordinates"": [[7.55972129157641, 47.56731038414678], [7.5606324051302, 47.56683938923969]]}";718;718;Fussweg_Park;andere;
47.5671019932,7.5614709638;"{""type"": ""LineString"", ""coordinates"": [[7.561118594523304, 47.567280713443886], [7.561823333070159, 47.5669232730241]]}";719;719;Fussweg_Park;andere;
47.5623914776,7.56248382361;"{""type"": ""LineString"", ""coordinates"": [[7.562445149572066, 47.56245401300772], [7.562483480936905, 47.56236093241236], [7.562546075421947, 47.56237126271292]]}";727;727;Fussweg_Park;andere;
47.5523980079,7.60708221053;"{""type"": ""LineString"", ""coordinates"": [[7.605754432351993, 47.55272437589913], [7.60577561718799, 47.55268465607858], [7.605855511579788, 47.552662884449305], [7.606169764798016, 47.55259387348331], [7.60682225566705, 47.55245401560157], [7.608353599545937, 47.55212343221377], [7.608430804591283, 47.55209625747406]]}";732;732;Trottoir;Zone30;
47.5519713149,7.60489102622;"{""type"": ""LineString"", ""coordinates"": [[7.604610841620282, 47.551331026118866], [7.604934919868792, 47.552081002667286], [7.60512414751577, 47.55251478879176], [7.605222936941725, 47.5525623414028]]}";738;738;Trottoir;Zone50;
47.5513572908,7.60575660265;"{""type"": ""LineString"", ""coordinates"": [[7.605860246585579, 47.551579022535044], [7.605652958715564, 47.551135559101866]]}";740;740;Strasse;Zone30;
47.5503598787,7.61221877516;"{""type"": ""LineString"", ""coordinates"": [[7.612157490242948, 47.54965998515394], [7.612181676286566, 47.5498383223869], [7.612163398954327, 47.54999416654004], [7.6121643707958, 47.55029307272291], [7.612226304842234, 47.55056326087349], [7.612292662911663, 47.55074759694341], [7.612345319835367, 47.55105278454072]]}";751;751;Fussweg_Park;Begegnungszone;
47.5488632773,7.61047628093;"{""type"": ""LineString"", ""coordinates"": [[7.609844004908226, 47.54898004555432], [7.610404862168417, 47.548852821235634], [7.610505934231266, 47.54887969836182], [7.611109027207976, 47.54874684113728]]}";755;755;Strasse;Begegnungszone;
47.548601931,7.61060811884;"{""type"": ""LineString"", ""coordinates"": [[7.609822129973369, 47.548931583339765], [7.609514788305251, 47.54828811715992], [7.609521737136783, 47.54825948879984], [7.610162175569344, 47.54805503624703], [7.610213923179737, 47.54808198627888], [7.610778882631365, 47.54850089151447], [7.611167286413047, 47.54878650727009], [7.611421588946029, 47.54899759158246], [7.611544080013866, 47.54911188238287], [7.611633644111978, 47.54921509668876], [7.611659476524982, 47.54921346641061], [7.612034953824166, 47.54913182009907], [7.612125398852712, 47.549142019210564]]}";757;757;Trottoir;Zone30;
