Geo Point,Geo Shape,OBJID,ID,Strassenkategorie,Bewertung,Bemerkung,Tram,Konfliktgrün,Lichtsignalanlage,Vortritt-Typ,lat,long
"47.5720698357,7.61362793094","{""type"": ""LineString"", ""coordinates"": [[7.613659632012301, 47.57212798621054], [7.613596229867468, 47.57201168512293]]}",3612,3612,Zone50,0.3,Parkende Autos,Nein,Nein,Nein,Fussgaengerstreifen,47.5720698357,7.61362793094
"47.568953258,7.60206842037","{""type"": ""LineString"", ""coordinates"": [[7.602103542933372, 47.56890317684012], [7.602033297812166, 47.569003339238925]]}",2916,2916,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.568953258,7.60206842037
"47.5683068694,7.59992401145","{""type"": ""LineString"", ""coordinates"": [[7.599896972523222, 47.568367582826276], [7.599951050382216, 47.568246156000335]]}",2918,2918,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.5683068694,7.59992401145
"47.5733068393,7.59836032673","{""type"": ""LineString"", ""coordinates"": [[7.598368197448083, 47.5732434230556], [7.598352456004798, 47.57337025554649]]}",2920,2920,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.5733068393,7.59836032673
"47.5586275698,7.57590477589","{""type"": ""LineString"", ""coordinates"": [[7.575877323755781, 47.558655158910625], [7.575932228026456, 47.55859998074442]]}",2927,2927,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5586275698,7.57590477589
"47.5541622037,7.58878667361","{""type"": ""LineString"", ""coordinates"": [[7.588798872515536, 47.55419868459405], [7.58877447471011, 47.554125722814]]}",2932,2932,Zone30,0.3,,Ja,Nein,Nein,Fussgaengerstreifen,47.5541622037,7.58878667361
"47.5685606416,7.59041709599","{""type"": ""LineString"", ""coordinates"": [[7.590340508510316, 47.568557256274104], [7.590493683477246, 47.56856402695505]]}",2936,2936,Zone50,0.5,,Ja,Nein,Nein,Fussgaengerstreifen,47.5685606416,7.59041709599
"47.5677272922,7.59055703682","{""type"": ""LineString"", ""coordinates"": [[7.590475162391549, 47.567714848200254], [7.590638911241049, 47.567739736211315]]}",2937,2937,Zone50,0.5,,Ja,Nein,Nein,Fussgaengerstreifen,47.5677272922,7.59055703682
"47.5669157482,7.59089288915","{""type"": ""LineString"", ""coordinates"": [[7.590881921008765, 47.56695125619682], [7.590903857294681, 47.56688024026044]]}",2939,2939,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5669157482,7.59089288915
"47.5668089725,7.59368526228","{""type"": ""LineString"", ""coordinates"": [[7.593624011734293, 47.56679630541047], [7.593746512829081, 47.56682163959888]]}",2940,2940,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5668089725,7.59368526228
"47.56937463,7.59497260355","{""type"": ""LineString"", ""coordinates"": [[7.594907645258516, 47.569374406822476], [7.595037561833463, 47.56937485313008]]}",2947,2947,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.56937463,7.59497260355
"47.5693229013,7.59507426056","{""type"": ""LineString"", ""coordinates"": [[7.5950769228336, 47.56928813706738], [7.595071598277999, 47.5693576654716]]}",2948,2948,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5693229013,7.59507426056
"47.5692309941,7.59228902004","{""type"": ""LineString"", ""coordinates"": [[7.592222932143801, 47.5692306944868], [7.592355107934454, 47.56923129371839]]}",2956,2956,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5692309941,7.59228902004
"47.5702162332,7.59632755866","{""type"": ""LineString"", ""coordinates"": [[7.596271111124858, 47.570236226099034], [7.596384006198274, 47.570196240293825]]}",2963,2963,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5702162332,7.59632755866
"47.5700483891,7.59497851034","{""type"": ""LineString"", ""coordinates"": [[7.59497832507331, 47.57008495768777], [7.594978695611116, 47.57001182048733]]}",2966,2966,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5700483891,7.59497851034
"47.5705541286,7.59511790329","{""type"": ""LineString"", ""coordinates"": [[7.595040387239716, 47.57055694427922], [7.59519541933439, 47.57055131294934]]}",2970,2970,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5705541286,7.59511790329
"47.5737733567,7.59259749078","{""type"": ""LineString"", ""coordinates"": [[7.592591989628066, 47.57370689620637], [7.592602991926772, 47.57383981724959]]}",2976,2976,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5737733567,7.59259749078
"47.5585827787,7.56825697399","{""type"": ""LineString"", ""coordinates"": [[7.568188954067915, 47.55859659666476], [7.56832499391302, 47.55856896071702]]}",3070,3070,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5585827787,7.56825697399
"47.558319228,7.56972080507","{""type"": ""LineString"", ""coordinates"": [[7.569744820455377, 47.55835993362688], [7.569696789686367, 47.558278522432445]]}",3072,3072,Zone30,0.1,,Nein,Nein,Nein,ohne,47.558319228,7.56972080507
"47.558956612,7.57000978348","{""type"": ""LineString"", ""coordinates"": [[7.570037546247431, 47.55899193503241], [7.569982020704384, 47.55892128890726]]}",3076,3076,Zone30,0.1,,Nein,Nein,Nein,ohne,47.558956612,7.57000978348
"47.5594042995,7.57354195733","{""type"": ""LineString"", ""coordinates"": [[7.573525451354892, 47.559434339609766], [7.573558463312146, 47.55937425934207]]}",3084,3084,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5594042995,7.57354195733
"47.5577107661,7.57492419889","{""type"": ""LineString"", ""coordinates"": [[7.574965560109804, 47.55772159116941], [7.574882837678722, 47.55769994099638]]}",3089,3089,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5577107661,7.57492419889
"47.5915190133,7.65477094714","{""type"": ""LineString"", ""coordinates"": [[7.654799489091542, 47.59157260286871], [7.654742405185383, 47.5914654237566]]}",3096,3096,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5915190133,7.65477094714
"47.5901470855,7.65519302296","{""type"": ""LineString"", ""coordinates"": [[7.655239081180029, 47.59013391857129], [7.655146964743444, 47.590160252450694]]}",3101,3101,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5901470855,7.65519302296
"47.589840047,7.65284046848","{""type"": ""LineString"", ""coordinates"": [[7.652828034553096, 47.58982094040342], [7.652852902407394, 47.58985915359832]]}",3104,3104,Zone30,0.1,,Nein,Nein,Nein,ohne,47.589840047,7.65284046848
"47.5943670879,7.65423612504","{""type"": ""LineString"", ""coordinates"": [[7.654213457193816, 47.59434925951262], [7.654258792887631, 47.59438491622758]]}",3105,3105,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5943670879,7.65423612504
"47.5920629377,7.65333087523","{""type"": ""LineString"", ""coordinates"": [[7.653292582537373, 47.59207860326417], [7.653369167916328, 47.59204727209277]]}",3107,3107,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5920629377,7.65333087523
"47.5895525113,7.65179930056","{""type"": ""LineString"", ""coordinates"": [[7.651850868164183, 47.58955394128859], [7.651747732965406, 47.58955108129943]]}",3114,3114,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5895525113,7.65179930056
"47.5883413951,7.65315079974","{""type"": ""LineString"", ""coordinates"": [[7.653180797619998, 47.588328191100054], [7.653120801866916, 47.58835459908868]]}",3120,3120,Zone40,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5883413951,7.65315079974
"47.5534762215,7.58634242493","{""type"": ""LineString"", ""coordinates"": [[7.586361340313279, 47.55342295927862], [7.586351171528936, 47.55348339213709], [7.586304449387608, 47.55351775347544]]}",3582,3582,andere,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5534762215,7.58634242493
"47.5656835307,7.6074590649","{""type"": ""LineString"", ""coordinates"": [[7.607374104561717, 47.56578983132904], [7.607433121762642, 47.565732222068036], [7.607483338270875, 47.56565243805094], [7.607530080881965, 47.56556671420409]]}",3585,3585,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5656835307,7.6074590649
"47.536514721,7.60923512381","{""type"": ""LineString"", ""coordinates"": [[7.609115000141199, 47.53643141436948], [7.609279053328152, 47.53652908956676], [7.609264025517427, 47.53655598507632], [7.609342591624838, 47.53660034426032]]}",3592,3592,Zone50,0.1,,Ja,Nein,Ja,Fussgaengerstreifen,47.536514721,7.60923512381
"47.5716828264,7.59218360515","{""type"": ""LineString"", ""coordinates"": [[7.592184898296161, 47.57172119628133], [7.592182312005224, 47.57164445656484]]}",2979,2979,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5716828264,7.59218360515
"47.5717426086,7.59233283545","{""type"": ""LineString"", ""coordinates"": [[7.592432370825372, 47.57174080005971], [7.592233300076037, 47.57174441717024]]}",2981,2981,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5717426086,7.59233283545
"47.5716617155,7.59498675053","{""type"": ""LineString"", ""coordinates"": [[7.594984519954374, 47.57170554023129], [7.594988981107657, 47.57161789076994]]}",2982,2982,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5716617155,7.59498675053
"47.5729264843,7.59567553283","{""type"": ""LineString"", ""coordinates"": [[7.595628024214002, 47.57292540610236], [7.595723041446486, 47.57292756248313]]}",2984,2984,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5729264843,7.59567553283
"47.5730070034,7.59639584809","{""type"": ""LineString"", ""coordinates"": [[7.596395975494505, 47.573050109906355], [7.596395720687272, 47.57296389680918]]}",2985,2985,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5730070034,7.59639584809
"47.5729632686,7.59646446854","{""type"": ""LineString"", ""coordinates"": [[7.596395720687272, 47.57296389680918], [7.596533216392187, 47.572962640379785]]}",2987,2987,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5729632686,7.59646446854
"47.5723252495,7.59568743274","{""type"": ""LineString"", ""coordinates"": [[7.595635635781397, 47.572327711603755], [7.595739229699317, 47.572322787381424]]}",2994,2994,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5723252495,7.59568743274
"47.5722823124,7.59562491019","{""type"": ""LineString"", ""coordinates"": [[7.595614184591386, 47.572236913272036], [7.595635635781397, 47.572327711603755]]}",2996,2996,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5722823124,7.59562491019
"47.5722829484,7.59574028861","{""type"": ""LineString"", ""coordinates"": [[7.595739229699317, 47.572322787381424], [7.59574134751326, 47.57224310947251]]}",2997,2997,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5722829484,7.59574028861
"47.5680290921,7.59657351332","{""type"": ""LineString"", ""coordinates"": [[7.596569319089284, 47.56805999567328], [7.596577707546086, 47.56799818860005]]}",3002,3002,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5680290921,7.59657351332
"47.5680102603,7.59640018411","{""type"": ""LineString"", ""coordinates"": [[7.596394655156032, 47.5680392229515], [7.596405713056189, 47.56798129755514]]}",3004,3004,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5680102603,7.59640018411
"47.5450921061,7.58083170147","{""type"": ""LineString"", ""coordinates"": [[7.580838493350829, 47.54512613476831], [7.580824909597855, 47.54505807749606]]}",3015,3015,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5450921061,7.58083170147
"47.5451652656,7.58097568613","{""type"": ""LineString"", ""coordinates"": [[7.580892201729232, 47.54515783523288], [7.581059170526243, 47.54517269592098]]}",3016,3016,Zone30,0.1,,Nein,Nein,Nein,Begegnungszone,47.5451652656,7.58097568613
"47.5450684638,7.58129357882","{""type"": ""LineString"", ""coordinates"": [[7.581253972264927, 47.54508477749711], [7.581333185367308, 47.54505215009206]]}",3017,3017,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5450684638,7.58129357882
"47.5644077258,7.56195155407","{""type"": ""LineString"", ""coordinates"": [[7.561873522085866, 47.564425669686734], [7.562029586045149, 47.56438978183744]]}",3021,3021,Zone30,0.1,Sichtweite gut,Nein,Nein,Nein,ohne,47.5644077258,7.56195155407
"47.5639472857,7.56064471002","{""type"": ""LineString"", ""coordinates"": [[7.560596913671487, 47.56396184696525], [7.560692506362558, 47.56393272437764]]}",3022,3022,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5639472857,7.56064471002
"47.5636810356,7.55739146955","{""type"": ""LineString"", ""coordinates"": [[7.557420141147181, 47.56371840675494], [7.557362797956058, 47.56364366442618]]}",3024,3024,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5636810356,7.55739146955
"47.5571053512,7.57545351346","{""type"": ""LineString"", ""coordinates"": [[7.575419876336253, 47.55722525297479], [7.575475765530932, 47.55701548061674], [7.575505300554926, 47.55699992278199]]}",3595,3595,Zone50,0.3,,Nein,Ja,Ja,Fussgaengerstreifen,47.5571053512,7.57545351346
"47.5883362437,7.65305944274","{""type"": ""LineString"", ""coordinates"": [[7.653090784063338, 47.588367812101545], [7.65302810142532, 47.5883046752444]]}",3122,3122,Zone40,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5883362437,7.65305944274
"47.5924945429,7.64563573555","{""type"": ""LineString"", ""coordinates"": [[7.645583456208787, 47.59250908414204], [7.645688014896684, 47.59248000171341]]}",3130,3130,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5924945429,7.64563573555
"47.5925585504,7.64572686244","{""type"": ""LineString"", ""coordinates"": [[7.645699049570893, 47.5925723197025], [7.645754675315742, 47.59254478119515]]}",3131,3131,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5925585504,7.64572686244
"47.5809129534,7.64893357047","{""type"": ""LineString"", ""coordinates"": [[7.648954987861559, 47.580865077385354], [7.64891215306891, 47.58096082944479]]}",3136,3136,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5809129534,7.64893357047
"47.5725786558,7.65328734501","{""type"": ""LineString"", ""coordinates"": [[7.653381206239848, 47.57257710209226], [7.653193483782364, 47.57258020942836]]}",3147,3147,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5725786558,7.65328734501
"47.5726392842,7.65319124967","{""type"": ""LineString"", ""coordinates"": [[7.653189015561283, 47.57269835889906], [7.653193483782364, 47.57258020942836]]}",3148,3148,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5726392842,7.65319124967
"47.5719950124,7.65878081379","{""type"": ""LineString"", ""coordinates"": [[7.658708466553219, 47.57201501633297], [7.658853161034784, 47.571975008387085]]}",3151,3151,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5719950124,7.65878081379
"47.5686690138,7.6606311361","{""type"": ""LineString"", ""coordinates"": [[7.660584609131212, 47.5686733205813], [7.660677663076037, 47.56866470691898]]}",3152,3152,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5686690138,7.6606311361
"47.5692275445,7.66116145596","{""type"": ""LineString"", ""coordinates"": [[7.661182258360781, 47.56925574500087], [7.6611406535662, 47.56919934406079]]}",3154,3154,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5692275445,7.66116145596
"47.5694023635,7.66020055676","{""type"": ""LineString"", ""coordinates"": [[7.660235153139693, 47.569390659746354], [7.66016596037745, 47.569414067241986]]}",3159,3159,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5694023635,7.66020055676
"47.5709868623,7.66484348063","{""type"": ""LineString"", ""coordinates"": [[7.664926263928338, 47.57097641253161], [7.664760697328077, 47.57099731206345]]}",3162,3162,Zone40,0.5,,Nein,Nein,Nein,ohne,47.5709868623,7.66484348063
"47.5716761608,7.66318230371","{""type"": ""LineString"", ""coordinates"": [[7.663227024732596, 47.57170788972922], [7.663137582682515, 47.57164443188887]]}",3190,3190,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5716761608,7.66318230371
"47.5742527243,7.66106200504","{""type"": ""LineString"", ""coordinates"": [[7.66099697082437, 47.574266087349976], [7.661127039249149, 47.57423936126432]]}",3192,3192,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5742527243,7.66106200504
"47.5713616059,7.66725060611","{""type"": ""LineString"", ""coordinates"": [[7.667170152121833, 47.5713791174041], [7.667331060107707, 47.5713440944752]]}",3197,3197,Fussgaengerzone,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5713616059,7.66725060611
"47.5708387576,7.66483924384","{""type"": ""LineString"", ""coordinates"": [[7.664918749102669, 47.57090611433569], [7.664759738568292, 47.57077140096055]]}",3198,3198,Zone40,0.5,,Nein,Nein,Nein,ohne,47.5708387576,7.66483924384
"47.5785703978,7.65070571019","{""type"": ""LineString"", ""coordinates"": [[7.650688866112684, 47.578607873643364], [7.650722554274001, 47.578532921895686]]}",3207,3207,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5785703978,7.65070571019
"47.579517344,7.64995548997","{""type"": ""LineString"", ""coordinates"": [[7.64993084728855, 47.579545898731325], [7.649980132650198, 47.57948878934609]]}",3209,3209,Fussgaengerzone,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.579517344,7.64995548997
"47.5715765479,7.63142737043","{""type"": ""LineString"", ""coordinates"": [[7.63134244008922, 47.57153370761962], [7.631512300776239, 47.57161938809169]]}",3213,3213,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5715765479,7.63142737043
"47.5717201436,7.631444947","{""type"": ""LineString"", ""coordinates"": [[7.631395695513669, 47.57176623241236], [7.631494198478396, 47.571674054782896]]}",3214,3214,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5717201436,7.631444947
"47.5717523046,7.63121429241","{""type"": ""LineString"", ""coordinates"": [[7.631138317434172, 47.57171998996683], [7.631290267376163, 47.5717846191495]]}",3215,3215,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5717523046,7.63121429241
"47.5723847205,7.63223811692","{""type"": ""LineString"", ""coordinates"": [[7.632260807353908, 47.57241339515081], [7.632215426495397, 47.57235604587953]]}",3217,3217,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5723847205,7.63223811692
"47.5734297086,7.63269342058","{""type"": ""LineString"", ""coordinates"": [[7.632698209060279, 47.573381512385545], [7.632688632098833, 47.573477904736066]]}",3220,3220,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5734297086,7.63269342058
"47.5729224239,7.64162202289","{""type"": ""LineString"", ""coordinates"": [[7.641625201284151, 47.572977059512986], [7.641618844498329, 47.57286778821351]]}",3226,3226,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5729224239,7.64162202289
"47.5688988196,7.64499354338","{""type"": ""LineString"", ""coordinates"": [[7.644988871382243, 47.56895866749607], [7.6449982153686, 47.568838971643785]]}",3230,3230,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5688988196,7.64499354338
"47.5735835819,7.64619375154","{""type"": ""LineString"", ""coordinates"": [[7.646122141837217, 47.57359168254455], [7.646265361246139, 47.573575481318976]]}",3234,3234,Zone40,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5735835819,7.64619375154
"47.5735076377,7.64628033424","{""type"": ""LineString"", ""coordinates"": [[7.646279540243383, 47.57354774645227], [7.646281128234443, 47.5734675288604]]}",3236,3236,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5735076377,7.64628033424
"47.5765440142,7.64692010512","{""type"": ""LineString"", ""coordinates"": [[7.646851616611375, 47.576561049336085], [7.646988593634089, 47.57652697896983]]}",3239,3239,Zone40,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5765440142,7.64692010512
"47.576309659,7.64691633172","{""type"": ""LineString"", ""coordinates"": [[7.646897522665405, 47.576247843071606], [7.646935140774577, 47.57637147490203]]}",3240,3240,Zone30,0.1,,Nein,Nein,Nein,ohne,47.576309659,7.64691633172
"47.5756207411,7.64651469642","{""type"": ""LineString"", ""coordinates"": [[7.646505003397748, 47.57557711209046], [7.646524389443735, 47.57566437019622]]}",3241,3241,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5756207411,7.64651469642
"47.5771017078,7.64383906782","{""type"": ""LineString"", ""coordinates"": [[7.64383597168499, 47.57703975128393], [7.643842163962052, 47.57716366430804]]}",3245,3245,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5771017078,7.64383906782
"47.5790352618,7.65648137254","{""type"": ""LineString"", ""coordinates"": [[7.656515768823525, 47.579049277064996], [7.656446976264911, 47.57902124662988]]}",3391,3391,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5790352618,7.65648137254
"47.579415819,7.65874045171","{""type"": ""LineString"", ""coordinates"": [[7.658796896377148, 47.57940325604073], [7.658684007043509, 47.5794283820508]]}",3393,3393,Zone30,0.1,,Nein,Nein,Nein,ohne,47.579415819,7.65874045171
"47.5795479905,7.65862133852","{""type"": ""LineString"", ""coordinates"": [[7.658594564018016, 47.57952106012276], [7.65864811302513, 47.57957492096427]]}",3394,3394,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5795479905,7.65862133852
"47.5785256428,7.65679405212","{""type"": ""LineString"", ""coordinates"": [[7.656796941851558, 47.57856268686485], [7.656791162396113, 47.57848859876143]]}",3395,3395,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5785256428,7.65679405212
"47.5773060392,7.65754447161","{""type"": ""LineString"", ""coordinates"": [[7.657545865679253, 47.5772393529153], [7.657543077541922, 47.57737272551883]]}",3397,3397,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5773060392,7.65754447161
"47.5787106368,7.65212463125","{""type"": ""LineString"", ""coordinates"": [[7.652106404688108, 47.57873953993262], [7.652142857815168, 47.57868173364656]]}",3398,3398,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5787106368,7.65212463125
"47.5786587059,7.65205182475","{""type"": ""LineString"", ""coordinates"": [[7.651991333532822, 47.57865172980048], [7.652112315964182, 47.57866568199215]]}",3400,3400,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5786587059,7.65205182475
"47.5787743662,7.65199947386","{""type"": ""LineString"", ""coordinates"": [[7.651948932398653, 47.57877431042193], [7.652050015328355, 47.57877442190276]]}",3401,3401,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5787743662,7.65199947386
"47.5782968315,7.65206418526","{""type"": ""LineString"", ""coordinates"": [[7.652066237215895, 47.57833460123126], [7.652062133303693, 47.57825906184275]]}",3403,3403,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5782968315,7.65206418526
"47.5814867049,7.65153319576","{""type"": ""LineString"", ""coordinates"": [[7.651523104166294, 47.58153425035894], [7.651543287360605, 47.581439159346964]]}",3405,3405,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5814867049,7.65153319576
"47.5807438776,7.65043854972","{""type"": ""LineString"", ""coordinates"": [[7.650461143201601, 47.580751472135], [7.650415956233519, 47.58073628310773]]}",3407,3407,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5807438776,7.65043854972
"47.5818011256,7.64992300176","{""type"": ""LineString"", ""coordinates"": [[7.649977960724494, 47.581853535399055], [7.649868042804057, 47.58174871586263]]}",3408,3408,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5818011256,7.64992300176
"47.5824710057,7.65015062697","{""type"": ""LineString"", ""coordinates"": [[7.65013224178668, 47.58245887071602], [7.650169012155339, 47.58248314075815]]}",3409,3409,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5824710057,7.65015062697
"47.5576869152,7.58800717184","{""type"": ""LineString"", ""coordinates"": [[7.587981206336122, 47.55773770008793], [7.588033137349788, 47.55763613029692]]}",3554,3554,Fussgaengerzone,0.3,Kurve,Nein,Nein,Nein,Fussgaengerstreifen,47.5576869152,7.58800717184
"47.5587248348,7.58758326453","{""type"": ""LineString"", ""coordinates"": [[7.587647532403895, 47.55871324518338], [7.587518996664251, 47.558736424370785]]}",3555,3555,Zone30,0.1,Tempo 30 und wenig Verkehr,Nein,Nein,Nein,ohne,47.5587248348,7.58758326453
"47.5586044737,7.58717999568","{""type"": ""LineString"", ""coordinates"": [[7.5871646265973, 47.55864391727266], [7.587195364764139, 47.55856503009458]]}",3556,3556,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5586044737,7.58717999568
"47.5591698786,7.5878588948","{""type"": ""LineString"", ""coordinates"": [[7.587781586624228, 47.55919134212617], [7.587936202983665, 47.55914841500399]]}",3558,3558,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5591698786,7.5878588948
"47.5585750178,7.58727636048","{""type"": ""LineString"", ""coordinates"": [[7.587357356191847, 47.5585850054595], [7.587195364764139, 47.55856503009458]]}",3560,3560,Fussgaengerzone,0.3,,Ja,Nein,Nein,ohne,47.5585750178,7.58727636048
"47.5590440939,7.58679647116","{""type"": ""LineString"", ""coordinates"": [[7.586861965085498, 47.559048003922925], [7.586730977226343, 47.55904018397627]]}",3563,3563,Zone30,0.1,Wenig Verkehr,Nein,Nein,Nein,ohne,47.5590440939,7.58679647116
"47.5593074838,7.58703014392","{""type"": ""LineString"", ""coordinates"": [[7.587088940752508, 47.55936365567509], [7.586971347092852, 47.55925131185576]]}",3564,3564,andere,0.1,Wenig Verkehr,Ja,Nein,Nein,ohne,47.5593074838,7.58703014392
"47.5598718228,7.58783626207","{""type"": ""LineString"", ""coordinates"": [[7.587785796581574, 47.55991386558633], [7.587886727557892, 47.55982977999284]]}",3567,3567,andere,0.3,,Ja,Nein,Nein,ohne,47.5598718228,7.58783626207
"47.5545463376,7.59696947051","{""type"": ""LineString"", ""coordinates"": [[7.596970432825517, 47.55458860243021], [7.596968508197284, 47.55450407285777]]}",3569,3569,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5545463376,7.59696947051
"47.5660540417,7.62960361224","{""type"": ""LineString"", ""coordinates"": [[7.629652928909287, 47.5660290347123], [7.629554295569405, 47.56607904866124]]}",3570,3570,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5660540417,7.62960361224
"47.5807104182,7.64904182593","{""type"": ""LineString"", ""coordinates"": [[7.649013616363995, 47.58075995233731], [7.649070035487246, 47.58066088399049]]}",3803,3803,andere,0.1,Bahnübergang,Nein,Nein,Ja,ohne,47.5807104182,7.64904182593
"47.5767358271,7.64571280961","{""type"": ""LineString"", ""coordinates"": [[7.64573799228266, 47.57678442466188], [7.645687626931442, 47.576687229590874]]}",3251,3251,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5767358271,7.64571280961
"47.5779067865,7.64630340875","{""type"": ""LineString"", ""coordinates"": [[7.646230976004082, 47.57788423818864], [7.646375841499292, 47.577929334858396]]}",3255,3255,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5779067865,7.64630340875
"47.5781507435,7.64703364648","{""type"": ""LineString"", ""coordinates"": [[7.646959645998951, 47.5781353259498], [7.647107646958124, 47.57816616110945]]}",3256,3256,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5781507435,7.64703364648
"47.5789762309,7.64115187266","{""type"": ""LineString"", ""coordinates"": [[7.641233397212478, 47.5789500883654], [7.641070348098696, 47.57900237343663]]}",3257,3257,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5789762309,7.64115187266
"47.578417227,7.64129513102","{""type"": ""LineString"", ""coordinates"": [[7.64128035674925, 47.57845372661199], [7.641309905287403, 47.578380727460384]]}",3262,3262,Zone30,0.1,,Nein,Nein,Nein,ohne,47.578417227,7.64129513102
"47.576951606,7.64162667452","{""type"": ""LineString"", ""coordinates"": [[7.641672401375851, 47.57695651328385], [7.641580947668225, 47.576946698766804]]}",3268,3268,Zone30,0.1,,Nein,Nein,Nein,ohne,47.576951606,7.64162667452
